COUNTIES,PERSC RATE,FIP
DOOR WI,14581.036000000002,55029
ALBANY WY,14580.0,56001
ORLEANS VT,14545.905999999999,50019
CHISAGO MN,14540.802999999998,27025
PULASKI MO,14466.925000000001,29169
BROOKE WV,14391.983999999999,54009
CLAY IA,14382.367999999999,19041
PINE MN,14345.815,27115
LEWIS TN,14316.756000000001,47101
CASS MI,14293.212000000001,26027
DECATUR TN,14252.186,47039
WASHINGTON GA,14241.426000000001,13303
SUMMIT CO,14234.049,08117
BLECKLEY GA,14224.664999999999,13023
GILES VA,14195.28,51071
FAYETTE TX,14193.76,48149
WINDSOR VT,14150.934,50027
SCHOHARIE NY,14135.544000000002,36095
MORROW OH,14131.199999999999,39117
HUTCHINSON TX,14112.212000000001,48233
WINSTON MS,14058.765000000001,28159
JEFFERSON GA,14025.506,13163
YAZOO MS,14013.68,28163
CHESTER TN,14010.57,47023
NEOSHO KS,14006.125,20133
CLAY AL,13989.395,01027
LUNA NM,13988.31,35029
SHAWANO WI,13987.458000000002,55115
HARRISON KY,13975.640000000001,21097
MADISON MO,13937.464,29123
HOLMES FL,13908.453,12059
WILLIAMS OH,13906.268,39171
MEADE KY,13885.992000000002,21163
JEROME ID,13866.016,16053
PIKE MO,13854.614000000001,29163
LANGLADE WI,13816.079999999998,55067
DECATUR IN,13810.679999999998,18031
MARTIN KY,13792.24,21159
MILLER MO,13783.021999999999,29131
CHOWAN NC,13747.798,37041
CADDO OK,13690.712000000001,40015
APPOMATTOX VA,13683.460000000001,51011
JOHNSON TN,13678.972,47091
FOUNTAIN IN,13665.256,18045
SENECA NY,13640.416000000001,36099
HICKMAN TN,13621.298,47081
MILAM TX,13603.003999999999,48331
ATCHISON KS,13581.685,20005
SULLIVAN IN,13579.533000000001,18153
MONTAGUE TX,13575.33,48337
AUSTIN TX,13544.432,48015
BROOKS GA,13540.331999999999,13027
ADDISON VT,13533.935999999998,50001
CALEDONIA VT,13526.843,50005
MACOUPIN IL,13522.726,17117
MCKINLEY NM,13488.362999999998,35031
SAN MIGUEL NM,13474.837999999998,35047
WALDO ME,13463.384999999998,23027
VAN WERT OH,13458.9,39161
WYOMING PA,13450.588,42131
MAHASKA IA,13433.759999999998,19123
POSEY IN,13374.602,18129
YANCEY NC,13371.06,37199
NODAWAY MO,13343.568,29147
PAGE IA,13324.374,19145
JEFFERSON IA,13282.169999999998,19101
LOUISA VA,13269.623,51109
DUNN WI,13247.456,55033
CRAWFORD MI,13243.376,26039
MADISON FL,13240.988,12079
LAWRENCE KY,13233.887999999999,21127
SEQUOYAH OK,13177.373,40135
DAVISON SD,13170.15,46035
MILLE LACS MN,13164.777,27095
JONES GA,13074.425000000001,13169
CHAMBERS TX,13063.426000000001,48071
LIVINGSTON MO,13049.539,29117
OWEN IN,13040.973000000002,18119
LINCOLN KY,13035.519,21137
LINCOLN NM,13015.38,35027
CARROLL KY,13012.344000000001,21041
CHICKASAW MS,12998.28,28017
LAFAYETTE MO,12985.076000000001,29107
STEELE MN,12973.746,27147
DAWSON NE,12953.654999999999,31047
BOURBON KS,12920.726,20011
EASTLAND TX,12907.08,48133
MCDOWELL WV,12900.768000000002,54047
OCEANA MI,12889.429000000002,26127
IROQUOIS IL,12879.15,17075
ADAIR OK,12872.52,40001
LAMOILLE VT,12858.534000000001,50015
LAMAR GA,12800.667,13171
UNION IA,12791.845,19175
FRANKLIN ME,12743.978000000001,23007
IZARD AR,12729.486,05065
RAY MO,12728.954,29177
PAWNEE OK,12724.152,40117
MORGAN TN,12691.979,47129
RIPLEY MO,12676.752,29181
KALKASKA MI,12662.676,26079
DENT MO,12660.848999999998,29065
DAKOTA NE,12656.432,31043
PICKENS AL,12635.62,01107
PRATT KS,12609.663999999999,20151
EDGEFIELD SC,12594.120000000003,45037
SEMINOLE GA,12563.770000000002,13253
TROUSDALE TN,12559.092,47169
PLUMAS CA,12525.461999999998,06063
BOONE IA,12513.618,19015
HAMPSHIRE WV,12444.975,54027
VERNON MO,12420.052,29217
STUTSMAN ND,12380.991999999998,38093
FULTON AR,12339.753,05049
MONTGOMERY NC,12336.542000000001,37123
BENTON MN,12307.589,27009
BECKER MN,12289.011000000002,27005
IRON MO,12271.5,29093
CLAY NC,12253.020999999999,37043
UNION TN,12222.864000000001,47173
SUMNER KS,12217.26,20191
HOUGHTON MI,12203.928,26061
SCURRY TX,12193.19,48415
MARTIN MN,12183.777,27091
OSCEOLA MI,12175.74,26133
WEBSTER KY,12139.595999999998,21233
UNION SD,12124.251999999999,46127
LEE GA,12116.768,13177
BROOKINGS SD,12101.564999999999,46011
SAWYER WI,12070.782000000001,55113
CLAY TN,12001.24,47027
PEND OREILLE WA,11994.776000000002,53051
MORGAN GA,11951.119999999999,13211
PUTNAM GA,11877.903,13237
CRAIG OK,11865.137999999999,40035
YORK NE,11859.693,31185
MIAMI KS,11811.765,20121
RICHLAND IL,11805.392999999998,17159
CLINTON KY,11791.572000000002,21053
YELL AR,11780.232,05149
LINCOLN ME,11775.56,23015
HUGHES SD,11759.945999999998,46065
LAWRENCE IL,11742.822,17101
MORTON ND,11730.135999999999,38059
CHARLTON GA,11677.823999999999,13049
CLARKE MS,11671.291,28023
ARENAC MI,11668.272000000003,26011
CASEY KY,11650.639,21045
DESHA AR,11610.942000000001,05041
LINCOLN WY,11600.550000000001,56023
RAMSEY ND,11576.595,38071
CAROLINE MD,11558.476,24011
AVERY NC,11552.506,37011
ABBEVILLE SC,11552.217,45001
LLANO TX,11529.554999999998,48299
MADISON AR,11520.32,05087
WEBSTER MS,11442.708999999999,28155
APACHE AZ,11430.033,04001
MINGO WV,11407.488000000001,54059
SANILAC MI,11404.09,26151
LAWRENCE MS,11390.33,28077
BUTTE SD,11388.468,46017
EDGAR IL,11360.582000000002,17045
DUCHESNE UT,11344.722,49013
SHERIDAN WY,11340.420000000002,56033
LAMAR AL,11320.1,01075
SCOTT AR,11309.1,05127
OTOE NE,11288.460000000001,31131
GARVIN OK,11250.666000000001,40049
POWHATAN VA,11238.107999999998,51145
HENRY OH,11234.496000000001,39069
APPANOOSE IA,11233.104000000001,19007
CLINTON MO,11212.85,29049
ASHLAND WI,11173.516,55003
GRANT AR,11159.915,05053
NEW MADRID MO,11150.627999999999,29143
DICKINSON IA,11131.410000000002,19059
RED WILLOW NE,11120.788,31145
GULF FL,11074.867999999999,12045
EARLY GA,11066.34,13099
HASKELL OK,11061.251999999999,40061
LAMPASAS TX,11056.848,48281
MORGAN WV,11034.428,54065
JEFF DAVIS GA,10958.375,13161
BAMBERG SC,10957.414,45009
ACCOMACK VA,10955.124,51001
HALE AL,10929.645999999999,01065
HENRY IA,10914.838,19087
SOMERSET MD,10912.416000000001,24039
LOS ALAMOS NM,10904.747,35028
HAYWOOD TN,10901.519999999999,47075
MOORE TX,10846.92,48341
NORTHAMPTON VA,10820.04,51131
PIERCE GA,10783.61,13229
MOWER MN,10776.678,27099
JEFFERSON OR,10775.546000000002,41031
MONTOUR PA,10755.7,42093
GREENE VA,10741.898000000001,51079
VERMILLION IN,10709.117999999999,18165
KING GEORGE VA,10680.728,51099
CONECUH AL,10679.295,01035
OWSLEY KY,10675.47,21189
MCINTOSH OK,10660.224,40091
WILKES GA,10656.93,13317
LA PAZ AZ,10617.324,04012
LEWIS WV,10609.969,54041
FAYETTE IA,10571.699999999999,19065
JUNIATA PA,10549.038,42067
BOUNDARY ID,10542.945,16021
VERNON WI,10541.124000000002,55123
MORGAN KY,10540.728000000001,21175
TYLER TX,10532.592,48457
BOTETOURT VA,10526.985,51023
HART KY,10526.355,21099
UPSHUR WV,10516.56,54097
BRADLEY AR,10515.451,05011
MARSHALL OK,10480.289,40095
PIERCE WI,10474.730000000001,55093
LANCASTER VA,10465.161,51103
WAYNE IL,10426.245,17191
GASCONADE MO,10411.848,29073
GOGEBIC MI,10355.474999999999,26053
FAYETTE IL,10305.288,17051
BLEDSOE TN,10303.776,47007
MADISON IA,10276.601999999999,19121
ROUTT CO,10255.2,08107
BROWN MN,10253.28,27015
WHITE IL,10233.972,17193
WARREN IL,10224.308,17187
GENEVA AL,10219.418999999998,01061
CASS IA,10166.112000000001,19029
ROANE WV,10115.432,54087
MONTGOMERY IA,10095.506,19137
MOFFAT CO,10068.514000000001,08081
ROCKCASTLE KY,10050.39,21203
PAYETTE ID,10035.469,16075
SUMMERS WV,10008.108,54089
TETON WY,9995.663999999999,56039
WETZEL WV,9988.095,54103
BEADLE SD,9983.073,46005
KANABEC MN,9981.907000000001,27065
OGLE IL,9976.671,17141
PLYMOUTH IA,9970.092,19149
NEWTON MS,9962.532,28101
GONZALES TX,9960.086,48177
JEFFERSON ID,9947.042999999998,16051
LYON MN,9934.86,27083
SHOSHONE ID,9932.021999999999,16079
SWAIN NC,9918.345000000001,37173
SUNFLOWER MS,9893.34,28133
JEFFERSON DAVIS MS,9892.792000000001,28065
DE WITT IL,9883.216,17039
PUTNAM OH,9853.551000000001,39137
ALLEGHANY VA,9852.179999999998,51005
TOWNS GA,9846.266,13281
KNOTT KY,9831.184000000001,21119
CARROLL VA,9831.03,51035
WASHINGTON NC,9819.84,37187
MONROE KY,9819.300000000001,21171
BRAXTON WV,9811.770999999999,54007
POLK NC,9802.452,37149
PAMLICO NC,9735.390000000001,37137
CLINTON IL,9728.557999999999,17027
HARDIN IA,9720.142000000002,19083
NOLAN TX,9667.098,48353
TRIGG KY,9655.009,21221
EVANS GA,9652.524,13109
BOX BUTTE NE,9650.785,31013
TELFAIR GA,9642.88,13271
MEIGS OH,9598.033,39105
SOCORRO NM,9566.275,35053
OCONTO WI,9520.43,55083
CRAWFORD WI,9501.159,55023
PHELPS NE,9467.632,31137
CHILDRESS TX,9424.74,48075
TEXAS MO,9422.658,29215
MARION AR,9398.722,05089
BENZIE MI,9398.214,26019
HOUSTON TX,9393.912,48225
VILAS WI,9388.484999999999,55125
BREMER IA,9373.188,19017
LAVACA TX,9351.456,48285
FAIRFIELD SC,9341.045999999998,45039
ANTRIM MI,9329.6,26009
LARUE KY,9315.506,21123
FULTON KY,9311.64,21075
MADISON NC,9311.14,37115
LEE KY,9298.168,21129
RUSH IN,9285.36,18139
CALHOUN FL,9281.09,12013
WOODFORD IL,9268.619,17203
CANNON TN,9261.818000000001,47015
COMANCHE TX,9258.165,48093
HOLMES MS,9236.429999999998,28051
PULASKI GA,9199.162,13235
CUSTER MT,9190.011999999999,30017
SCHUYLER NY,9188.412,36097
PERRY MO,9185.28,29157
SAN JUAN WA,9177.804,53055
BERRIEN GA,9174.780999999999,13019
MORRIS TX,9154.732,48343
ANDREWS TX,9109.335000000001,48003
GRUNDY MO,9081.7,29079
BRANTLEY GA,9076.775,13025
BUTLER KY,9066.816,21031
BURNETT WI,9063.431999999999,55013
HOUSTON TN,9053.904,47083
BARTON MO,9027.072,29011
MADISON TX,8998.92,48313
AUGUSTA VA,8991.402,51015
AITKIN MN,8975.59,27001
TRINITY CA,8931.195,06105
MACON GA,8920.483,13193
WASHINGTON NE,8872.011999999999,31177
GAGE NE,8841.843,31067
CAROLINE VA,8818.074999999999,51033
GREEN LAKE WI,8813.458,55047
CLARK WI,8797.822,55019
FRANKLIN ID,8797.384,16041
FREEBORN MN,8781.49,27047
PIKE IN,8759.023000000001,18125
CLINCH GA,8755.614000000001,13065
MACON MO,8737.625999999998,29121
HUBBARD MN,8725.346,27057
REEVES TX,8722.895999999999,48389
DOUGLAS MO,8702.1,29067
BRECKINRIDGE KY,8682.248,21027
FRANKLIN IN,8670.798,18047
FALLS TX,8665.797,48145
MORGAN MO,8663.34,29141
WOLFE KY,8652.813,21237
BUREAU IL,8646.42,17011
TAYLOR WV,8614.619999999999,54091
WASHINGTON IA,8610.28,19183
HARDY WV,8610.0,54031
JUAB UT,8568.121,49023
PISCATAQUIS ME,8560.35,23021
PERRY IL,8533.728,17145
GAINES TX,8532.324,48165
TERRY TX,8512.53,48445
COLORADO TX,8489.735,48089
HARDEE FL,8485.155,12049
CHOCTAW AL,8484.986,01023
WASHINGTON ID,8481.408,16087
BLAINE ID,8471.728,16013
PATRICK VA,8469.448,51141
CALUMET WI,8414.952,55015
CUMBERLAND KY,8413.008,21057
IOWA WI,8382.011999999999,55049
BURLESON TX,8373.122,48051
LYON KY,8341.359999999999,21143
ROSEAU MN,8340.75,27135
CRAWFORD IA,8309.08,19047
SCREVEN GA,8295.804,13251
ARCHULETA CO,8291.139,08007
CALHOUN MS,8271.936000000002,28013
PITTSYLVANIA VA,8268.498,51143
HARRISON MO,8268.48,29081
IRON MI,8244.17,26071
NEW KENT VA,8243.487000000001,51127
CRENSHAW AL,8235.655999999999,01041
DADE GA,8235.276,13083
POWESHIEK IA,8215.776,19157
MARTIN IN,8204.0,18101
MARIPOSA CA,8188.628000000001,06043
PIKE AR,8167.116000000001,05109
CIBOLA NM,8162.55,35006
CUSTER NE,8158.189,31041
HENRY KY,8143.629999999999,21103
SEWARD NE,8140.764,31159
BLACKFORD IN,8136.536,18009
CARROLL OH,8128.027999999999,39019
FULTON PA,8093.210000000001,42057
POTTER PA,8081.213999999999,42105
CHICOT AR,8043.81,05017
FLEMING KY,8034.131,21069
BANDERA TX,8019.8640000000005,48019
CONVERSE WY,8016.76,56009
LEWIS NY,7993.983999999999,36049
NOTTOWAY VA,7981.567999999999,51135
BARBOUR WV,7941.003,54001
CASS NE,7900.648000000001,31025
HARDIN IL,7898.007,17069
WABASH IL,7891.2,17185
PENNINGTON MN,7878.401999999999,27113
CLARK IL,7874.91,17023
VALLEY ID,7860.4800000000005,16085
CROCKETT TN,7854.960000000001,47033
EMERY UT,7839.396,49015
CRITTENDEN KY,7828.534000000001,21055
GRANT WV,7785.264,54023
STEPHENS TX,7783.145999999999,48429
SANTA CRUZ AZ,7718.668000000001,04023
ALLEGHANY NC,7717.941,37005
WINNESHIEK IA,7676.544,19191
MACON AL,7660.832,01087
MISSISSIPPI MO,7644.400000000001,29133
WYANDOT OH,7641.972000000001,39175
EDMONSON KY,7605.900000000001,21061
BANKS GA,7597.43,13011
ESSEX VA,7579.476000000001,51057
SANDERS MT,7570.625,30089
FLOYD IA,7539.4439999999995,19067
DIMMIT TX,7522.132,48127
HUMBOLDT NV,7506.626,32013
INYO CA,7504.223999999999,06027
COTTONWOOD MN,7490.124,27033
KEITH NE,7487.688,31101
HOLMES OH,7473.200000000001,39075
CLARKE IA,7469.025000000001,19039
JEFFERSON NE,7461.714,31095
LINCOLN WA,7449.459,53043
HAMILTON IA,7445.592,19079
CARBON WY,7429.6,56007
WALTHALL MS,7428.720000000001,28147
RANDOLPH GA,7421.91,13243
HARRISON OH,7399.68,39067
SIERRA NM,7391.835,35051
SIOUX IA,7389.26,19167
SEVIER AR,7381.038,05133
KANE UT,7349.752,49025
MILLARD UT,7332.528,49027
NOBLES MN,7332.231,27105
ELBERT CO,7323.746,08039
NOXUBEE MS,7291.900000000001,28103
CLAY IL,7290.7519999999995,17025
FRIO TX,7289.853999999999,48163
SALUDA SC,7206.496,45081
ORANGE VT,7194.108,50017
WASHINGTON AL,7183.44,01129
GRAND UT,7149.682,49019
UNION FL,7130.916,12125
LOVE OK,7115.582,40085
UPSHUR TX,7098.009999999999,48459
FERGUS MT,7083.049999999999,30027
DUKES MA,7019.46,25007
RIO GRANDE CO,7019.340999999999,08105
COFFEY KS,7017.582,20031
CARIBOU ID,6976.125,16029
MONONA IA,6960.92,19133
SCHOOLCRAFT MI,6960.84,26153
TILLMAN OK,6945.5,40141
HANCOCK TN,6944.380000000001,47067
PERRY TN,6937.284000000001,47135
SALINE NE,6927.088000000001,31151
CAMP TX,6926.726,48063
HILL MT,6923.28,30041
LANIER GA,6920.872000000001,13173
LINCOLN WV,6918.651,54043
GILCHRIST FL,6893.922,12041
BOND IL,6882.494,17005
WHITE PINE NV,6868.86,32033
MENOMINEE MI,6856.780000000001,26109
SPENCER KY,6850.253999999999,21215
LEE TX,6843.883,48287
WILSON KS,6828.525,20205
GRAHAM NC,6803.445999999999,37075
KARNES TX,6802.036,48255
RAINS TX,6795.102,48379
WILLACY TX,6791.844000000001,48489
JASPER GA,6782.463000000001,13159
LEMHI ID,6774.7880000000005,16059
DAWSON TX,6771.296,48115
PROWERS CO,6767.6320000000005,08099
STEWART TN,6761.495,47161
GOODING ID,6754.655,16047
BALLARD KY,6752.127999999999,21007
FRANKLIN FL,6741.5,12037
TURNER GA,6723.37,13287
GREEN KY,6717.773999999999,21087
BENEWAH ID,6713.156000000001,16009
LINCOLN OK,6696.383999999999,40081
LAGRANGE IN,6694.766,18087
MONTGOMERY AR,6685.584000000001,05097
DEER LODGE MT,6672.200000000001,30023
DELAWARE IA,6668.312000000001,19055
COLUSA CA,6658.022999999999,06011
FLUVANNA VA,6653.879999999999,51065
CLEARWATER ID,6637.048,16035
RED RIVER TX,6624.673000000001,48387
LUCAS IA,6622.0,19117
LAFAYETTE AR,6610.7519999999995,05073
MCDONALD MO,6599.893,29119
WILKINSON GA,6599.098000000001,13319
PENDLETON KY,6594.68,21191
LINCOLN AR,6590.144,05079
HARRISON IA,6588.981000000001,19085
DIXIE FL,6578.965999999999,12029
LATIMER OK,6577.669,40077
THOMAS KS,6556.0109999999995,20193
CASS MN,6551.38,27021
MCINTOSH GA,6527.612,13191
YATES NY,6527.206,36123
BEAVERHEAD MT,6428.04,30001
GREENE MS,6412.5920000000015,28041
BOSQUE TX,6408.954999999999,48035
GUNNISON CO,6408.554000000001,08051
FRANKLIN TX,6402.825000000001,48159
ALEXANDER NC,6374.490000000001,37003
IDAHO ID,6366.794,16049
TRINITY TX,6358.534,48455
COLFAX NM,6340.671,35007
PRICE WI,6328.374,55099
WASECA MN,6328.08,27161
BUENA VISTA IA,6317.64,19021
MCLEAN KY,6316.001999999999,21149
LEE SC,6310.5,45061
PIPESTONE MN,6296.9400000000005,27117
SHELBY IL,6295.494000000001,17173
GREENE IA,6292.704,19073
LEON TX,6282.844,48289
CHEROKEE KS,6220.968,20021
WAUSHARA WI,6208.522,55137
PERRY MS,6178.068,28111
CHIPPEWA MN,6147.8,27023
BUCHANAN IA,6140.75,19019
CLAY KS,6137.534,20027
METCALFE KY,6123.168,21169
GARRARD KY,6112.436,21079
TAYLOR GA,6095.2,13269
FREESTONE TX,6092.552999999999,48161
TIPTON IN,6089.496,18159
JACKSON KY,6064.695,21109
CARROLL MO,6057.942,29033
WASHINGTON MO,6034.12,29221
MERRICK NE,6017.879999999999,31121
KOOCHICHING MN,6016.668000000001,27071
GRIMES TX,6007.040000000001,48185
POPE MN,6006.965999999999,27121
RUNNELS TX,6004.44,48399
PARKE IN,5995.698,18121
PIKE IL,5990.985000000001,17149
PLEASANTS WV,5990.379999999999,54073
RICHLAND WI,5986.444,55103
MILLS IA,5983.164000000001,19129
CALHOUN IA,5974.8240000000005,19025
SMITH MS,5968.5,28129
LOGAN AR,5967.548,05083
ADAMS WI,5964.9,55001
BEAR LAKE ID,5959.625,16007
OSCODA MI,5917.038,26135
HARNEY OR,5907.0070000000005,41025
BREWSTER TX,5899.123,48043
SEARCY AR,5855.583,05129
WASHAKIE WY,5853.75,56043
LUCE MI,5836.573,26095
TEXAS OK,5815.053000000001,40139
PARK MT,5795.494,30067
NICOLLET MN,5792.306,27103
SAN JACINTO TX,5771.799999999999,48407
PULASKI IN,5756.4980000000005,18131
DEAF SMITH TX,5749.26,48117
NEMAHA NE,5744.928,31127
TETON ID,5731.024,16081
PACIFIC WA,5730.1050000000005,53049
CLEBURNE AL,5695.62,01029
JEFFERSON FL,5684.154,12065
RICHLAND MT,5682.378000000001,30083
BOLLINGER MO,5678.244,29017
MASON IL,5650.857,17125
MCKENZIE ND,5649.024,38053
CLAY SD,5642.07,46027
IRWIN GA,5621.352,13155
WILKINSON MS,5574.98,28157
SHELBY IA,5555.1900000000005,19165
WARD TX,5555.074,48475
PRAIRIE AR,5554.718000000001,05117
QUAY NM,5537.763,35037
MINIDOKA ID,5533.257,16067
BIG HORN WY,5517.72,56003
SUBLETTE WY,5485.697999999999,56035
MONTGOMERY MS,5483.775000000001,28097
JACKSON IA,5481.798,19097
MONO CA,5474.276,06051
JASPER MS,5471.9220000000005,28061
SAN AUGUSTINE TX,5419.946,48405
REDWOOD MN,5415.69,27127
WALLER TX,5414.108000000001,48473
DAWSON MT,5400.351,30021
SPENCER IN,5393.682000000001,18147
OREGON MO,5369.79,29149
WESTMORELAND VA,5368.47,51193
FARIBAULT MN,5338.323,27043
JONES IA,5335.698,19105
BARNES ND,5311.650000000001,38003
PECOS TX,5300.705,48371
MACKINAC MI,5291.509999999999,26097
LAKE OR,5280.098999999999,41037
WILCOX AL,5279.857,01131
PRESQUE ISLE MI,5276.048,26141
GRAND CO,5270.89,08049
MITCHELL KS,5213.688,20123
WRIGHT IA,5213.2300000000005,19197
TODD MN,5204.104,27153
DALLAS AR,5200.678000000001,05039
MILLER GA,5169.072,13201
JACKSON KS,5136.6900000000005,20085
COLEMAN TX,5125.725,48083
COOPER MO,5117.901,29053
HUERFANO CO,5110.677,08055
WALLOWA OR,5110.472000000001,41063
MONROE IA,5094.326999999999,19135
BEAVER UT,5079.469999999999,49001
LINN MO,5077.92,29115
OZARK MO,5073.222,29153
FALL RIVER SD,5068.315,46047
MONROE AR,5065.956,05095
FILLMORE MN,5056.08,27045
OGLETHORPE GA,5050.729,13221
PERRY AR,5049.764999999999,05105
OSBORNE KS,5032.291,20141
DOUGLAS IL,5021.97,17041
GREENE NC,5014.4220000000005,37079
LEE AR,4995.347999999999,05077
JONES TX,4980.584000000001,48253
HUTCHINSON SD,4965.170999999999,46067
YALOBUSHA MS,4964.28,28161
KLICKITAT WA,4933.5,53039
BARAGA MI,4917.191,26013
HAMILTON NE,4904.424,31081
BATES MO,4900.116,29013
WARREN NC,4893.2880000000005,37185
DAWES NE,4878.552,31045
HAMILTON FL,4876.664,12047
BATH KY,4875.0,21011
RITCHIE WV,4834.3240000000005,54085
OCHILTREE TX,4809.804,48357
LEWIS MO,4790.240000000001,29111
WINNEBAGO IA,4783.548000000001,19189
ROCK MN,4732.02,27133
YUMA CO,4708.93,08125
NOWATA OK,4665.188,40105
JOHNSON WY,4661.64,56019
MARSHALL IL,4655.2660000000005,17123
MORGAN OH,4642.56,39115
ATKINSON GA,4637.72,13003
KOSSUTH IA,4636.469,19109
WASHINGTON KY,4632.385,21229
HARMON OK,4621.526,40057
MONTMORENCY MI,4598.704,26119
BAILEY TX,4585.0,48017
ATCHISON MO,4546.412,29005
TAMA IA,4533.726,19171
IOWA IA,4531.52,19095
MONTGOMERY MO,4527.992,29139
LAKE TN,4525.32,47095
WATONWAN MN,4522.255,27165
PAULDING OH,4499.952,39125
WASHINGTON KS,4497.792,20201
PICKETT TN,4497.767999999999,47137
HUMBOLDT IA,4492.26,19091
EDWARDS IL,4482.8949999999995,17047
BROWN IN,4467.232,18013
MODOC CA,4464.705,06049
ELLSWORTH KS,4454.46,20053
LAWRENCE AR,4429.62,05075
PEMISCOT MO,4425.400000000001,29155
NORTON KS,4385.298,20137
MERCER ND,4371.858,38057
FLOYD VA,4362.473,51063
GRANT OR,4348.196,41023
MEIGS TN,4347.7,47121
ADAMS WA,4336.311,53001
PLATTE WY,4330.7880000000005,56031
JACKSON TN,4325.462,47087
POWER ID,4316.722000000001,16077
IDA IA,4308.079999999999,19093
CARROLL IL,4305.805,17015
CARLISLE KY,4293.52,21039
HOT SPRINGS WY,4285.023,56017
OWEN KY,4284.093,21187
GRUNDY IA,4281.2,19075
SAUNDERS NE,4272.444,31155
AMITE MS,4267.059,28005
DECATUR IA,4265.54,19053
FERRY WA,4263.4929999999995,53019
PUSHMATAHA OK,4260.864,40127
TRIMBLE KY,4252.442,21223
GLACIER MT,4249.677,30035
STEVENS MN,4245.565,27149
CRAWFORD IN,4241.377,18025
SCOTT KS,4239.417,20171
EMMET IA,4208.0560000000005,19063
BUTLER NE,4200.384,31023
CLEARWATER MN,4197.368,27029
GENTRY MO,4185.727,29075
CLAIBORNE MS,4143.468,28021
DALLAM TX,4109.868,48111
TREUTLEN GA,4099.194,13283
WALWORTH SD,4092.555,46129
QUITMAN MS,4081.992,28119
MATHEWS VA,4054.806,51115
WAYNE NE,4054.32,31179
RICHLAND ND,4044.2500000000005,38077
OSAGE OK,4038.8179999999998,40113
DALLAS MO,4016.964,29059
MOULTRIE IL,4016.7769999999996,17139
LAKE SD,3992.6639999999998,46079
MONROE OH,3986.968,39111
IRON WI,3986.5869999999995,55051
MORGAN UT,3976.6719999999996,49029
WEBSTER WV,3975.86,54101
ONEIDA ID,3969.156,16071
STILLWATER MT,3962.862,30095
MITCHELL TX,3956.335,48335
WASHINGTON IL,3943.908,17189
TALLAHATCHIE MS,3935.565,28135
CLARK MO,3928.6659999999997,29045
JONES NC,3927.723,37103
POWELL MT,3920.4100000000003,30077
CRAWFORD IL,3920.0699999999997,17033
AMELIA VA,3917.2099999999996,51007
HUMPHREYS MS,3911.04,28053
KING WILLIAM VA,3909.7439999999997,51101
SMITH KS,3909.0529999999994,20183
BENTON MS,3906.507,28009
GUTHRIE IA,3901.485,19077
GOSHEN WY,3897.2450000000003,56015
SHERMAN KS,3893.386,20181
COLUMBIA WA,3893.3450000000003,53013
CARROLL IN,3889.3439999999996,18015
COAL OK,3884.965,40029
SWITZERLAND IN,3881.1110000000003,18155
CLAY WV,3845.616,54015
POCAHONTAS WV,3826.6079999999997,54075
JO DAVIESS IL,3801.0649999999996,17085
GRANT KS,3789.5,20067
ROBERTS SD,3783.4159999999997,46109
FREMONT ID,3772.512,16043
MEEKER MN,3761.964,27093
BROOKS TX,3745.1040000000003,48047
PIATT IL,3742.776,17147
HOUSTON MN,3720.0,27055
ROBERTSON TX,3705.058,48395
AUDUBON IA,3687.816,19009
GRANT SD,3681.144,46051
SWIFT MN,3678.6020000000003,27151
ATOKA OK,3673.3860000000004,40005
HENRY AL,3664.6650000000004,01067
MISSAUKEE MI,3658.556,26113
WAYNE IA,3606.96,19185
ALLAMAKEE IA,3599.681,19005
PONDERA MT,3593.888,30073
WALSH ND,3586.0170000000003,38099
ALLENDALE SC,3579.456,45005
HARPER KS,3576.888,20077
SABINE TX,3573.738,48403
JACKSON WI,3571.2390000000005,55053
LAFAYETTE FL,3562.506,12067
BRULE SD,3559.5840000000003,46015
FRANKLIN MS,3555.6929999999998,28037
MARQUETTE WI,3550.8720000000003,55077
CHOCTAW OK,3550.624,40023
GARFIELD UT,3545.802,49017
HOWARD NE,3544.75,31093
BIG STONE MN,3538.619,27011
WASHBURN WI,3536.9999999999995,55129
WINKLER TX,3532.41,48495
CHEROKEE IA,3516.555,19035
CLARKE VA,3508.56,51043
BROWN KS,3500.424,20013
CURRITUCK NC,3498.138,37053
LINCOLN NV,3477.7929999999997,32017
HAMILTON TX,3477.471,48193
FOREST WI,3466.5400000000004,55041
LAC QUI PARLE MN,3463.829,27073
ROSEBUD MT,3458.6190000000006,30087
STEWART GA,3456.162,13259
SUMTER AL,3454.706,01119
CHARLES MIX SD,3438.04,46023
TREGO KS,3433.675,20195
TRIPP SD,3422.3889999999997,46123
PEPIN WI,3410.316,55091
CHERRY NE,3407.711,31031
CALHOUN AR,3393.606,05013
PERQUIMANS NC,3392.676,37143
MORROW OR,3353.267,41049
RENVILLE MN,3316.944,27129
RUSK WI,3289.296,55107
JASPER IL,3286.62,17079
TYLER WV,3281.762,54095
GILMER WV,3270.014,54021
MCLEAN ND,3269.7000000000003,38055
GARFIELD NE,3256.726,31071
DAVIS IA,3249.0,19051
CAMERON PA,3219.628,42023
OWYHEE ID,3215.856,16073
CRANE TX,3209.193,48103
SCOTLAND MO,3201.006,29199
KIT CARSON CO,3193.65,08063
HANCOCK GA,3188.2889999999998,13141
ALGER MI,3187.7999999999997,26003
LAKE CO,3185.784,08065
